Company,Model,Display Height,Display Width,Display Size,Display Quality,Display Type,Processor Name,Processor Generation,Memory,Ram,Videocard,Videocard Storage,Illuminated keyboard,Price,Website index
Dell,Vostro,768,1366,15.6,HD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,235000,1
Dell,Inspiron,768,1366,14.0,HD,,Core i5,1035G4,512,16,Intel UHD Graphics,,0,239000,1
Dell,Vostro,768,1366,15.6,HD,,Core i5,1135G7,256,16,Intel Iris Plus Graphics,,0,249000,1
Dell,Latitude,1200,1920,14.0,FHD+,,Core i5,1340P,256,16,Intel Iris Plus Graphics,,1,338000,1
Dell,Vostro,1080,1920,14.0,FullHD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,345000,1
Dell,Inspiron,1080,1920,15.6,FullHD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,1,345000,1
Dell,Precision,1080,1920,14.0,FullHD,,Core i5,1335U,512,16,Intel Iris Plus Graphics,,1,348000,1
Dell,Inspiron,1080,1920,15.6,FullHD,,Core i5,1135G7,256,16,Intel Iris Plus Graphics,,1,355000,1
Dell,Vostro,1080,1920,14.0,FullHD,,Core i5,1135G7,512,32,Intel Iris Plus Graphics,,0,385000,1
Dell,Inspiron,1080,1920,15.6,FullHD,,Core i7,1165G7,512,12,Intel Iris Plus Graphics,,0,399000,1
Dell,Inspiron,1400,2240,14.0,2K,,Core i7,1255U,512,16,GeForceMX570,2,1,450000,1
Dell,Inspiron 16 7620,1200,1920,16.0,FHD+,,Core i7,1260P,512,16,Intel Iris Plus Graphics,,1,462000,1
Dell,XPS 9310,2400,3840,13.4,UHD+,,Core i7,1165G7,256,8,Intel Iris Plus Graphics,,1,496000,1
Dell,XPS 15,1200,1920,15.6,FHD+,,Core i5,12500H,512,16,Intel Iris Plus Graphics,,1,514000,1
Dell,Inspiron,1920,3072,16.0,,,Core i7,12700H,1024,32,GeForceRTX3060,6,1,551000,1
Dell,Inspiron 16 7620,2400,3840,16.0,UHD+,,Core i7,1260P,512,16,GeForceMX550,2,1,585000,1
Dell,Alienware M15,1440,2560,15.6,QHD,,Core i9,12900H,1024,16,GeForceRTX3070Ti,8,1,925000,1
Dell,Precision,1200,1920,16.0,FHD+,,Core i7,12850HX,256,64,GeforceRTXA3000,12,1,950000,1
Dell,Precision,1200,1920,17.0,FHD+,,Core i7,11850H,512,32,GeForceRTXA2000,4,1,955000,1
Dell,Alienware M15,1440,2560,15.6,QHD,,Core i9,12900H,1024,32,GeforceRTX3080,8,1,1055000,1
Dell,Precision,1080,1920,16.0,FullHD,,Core i7,12850HX,512,64,GeforceRTXA4500,16,1,1070000,1
HP,,900,1600,17.3,HD+,,Athlon Gold,7220U,128,8,Radeon Graphics,,0,172000,1
HP,,768,1366,15.6,HD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,0,194000,1
HP,,768,1366,15.6,HD,,Core i3,1215U,512,8,Intel Iris Plus Graphics,,0,199000,1
HP,,768,1366,15.6,HD,,Core i3,1115G4,256,16,Intel Iris Plus Graphics,,0,210000,1
HP,,768,1366,15.6,HD,,Core i3,1215U,512,16,Intel Iris Plus Graphics,,0,215000,1
HP,,768,1366,14.0,HD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,227000,1
HP,,768,1366,15.6,HD,,Ryzen 5,5500U,256,8,Radeon Graphics,,0,227000,1
HP,,768,1366,14.0,HD,,Core i5,1135G7,256,16,Intel Iris Plus Graphics,,0,235000,1
HP,,768,1366,15.6,HD,,Ryzen 5,5500U,256,16,Radeon Graphics,,0,240000,1
HP,,768,1366,15.6,HD,,Core i5,10210U,256,8,GeForceMX110,2,0,245000,1
HP,,1080,1920,15.6,FullHD,,Core i5,1235U,512,8,Intel Iris Plus Graphics,,0,249000,1
HP,,1080,1920,15.6,FullHD,,Core i5,1135G7,256,16,Intel Iris Plus Graphics,,0,255000,1
HP,,1080,1920,15.6,FullHD,,Core i5,1235U,512,16,Intel Iris Plus Graphics,,0,265000,1
HP,EliteBook 640,1080,1920,14.0,FullHD,,Core i5,1245U,256,16,Intel Iris Plus Graphics,,1,274000,1
HP,,1080,1920,15.6,FullHD,,Ryzen 7,5700U,256,8,Radeon Graphics,,0,287000,1
HP,15-ef2081ms,768,1366,15.6,HD,,Ryzen 7,5700U,512,16,Radeon Graphics,,0,292000,1
HP,ProBook 450,1080,1920,15.6,FullHD,,Core i5,1235U,256,8,Intel Iris Plus Graphics,,1,296000,1
HP,,768,1366,15.6,HD,,Core i7,1165G7,512,8,GeForceMX450,2,0,299000,1
HP,,768,1366,15.6,HD,,Core i7,1165G7,512,16,GeForceMX450,2,0,309000,1
HP,ProBook 640,1080,1920,14.0,FullHD,,Core i7,1165G7,128,8,Intel Iris Plus Graphics,,0,310000,1
HP,ProBook 450,1080,1920,15.6,FullHD,,Core i5,1235U,256,16,Intel Iris Plus Graphics,,1,314000,1
HP,Victus,1080,1920,15.6,FullHD,,Core i5,12450H,512,8,GeForceGTX1650,4,1,315000,1
HP,,768,1366,15.6,HD,,Core i7,1255U,512,8,Intel Iris Plus Graphics,,0,315000,1
HP,,1080,1920,17.3,FullHD,,Ryzen 7,5700U,256,8,Radeon Graphics,,0,319000,1
HP,ProBook 640,1080,1920,14.0,FullHD,,Core i7,1165G7,128,16,Intel Iris Plus Graphics,,0,325000,1
HP,,1080,1920,15.6,FullHD,,Ryzen 7,5700U,256,32,Radeon Graphics,,0,325000,1
HP,17-cn0065cl,900,1600,17.3,HD+,,Core i7,1165G7,512,16,Intel Iris Plus Graphics,,1,329000,1
